"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT05","WT08","WT09"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-15","13.42",,,,"0.00",,,"53","59","49",,"  280","  280",,,"23.9","30.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-16","14.99",,,,"0.00",,,"53","60","49",,"  280","  290",,,"25.9","34.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-17","15.88",,,,"0.04",,,"54","59","50",,"  270","  270",,,"25.9","33.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-18","10.29",,,,"0.00",,,"54","59","47",,"  260","  280",,,"21.9","25.9",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-19","14.09",,,,"0.00",,,"53","61","47",,"  290","  290",,,"25.1","30.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-20","11.63",,,,"0.00",,,"55","66","47",,"  280","  280",,,"28.0","33.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-21","11.18",,,,"0.00",,,"58","72","51",,"  290","  290",,,"29.1","36.9",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-22","16.55",,,,"0.00",,,"59","69","51",,"  280","  290",,,"31.1","38.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-23","19.69",,,,"0.00",,,"57","61","51",,"  270","  280",,,"33.1","40.9","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-24","18.57",,,,"0.00",,,"55","62","50",,"  280","  280",,,"32.0","40.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-25","9.40",,,,"0.00",,,"56","77","48",,"  310","  300",,,"23.0","28.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-26","9.84",,,,"0.00",,,"58","77","50",,"  300","  300",,,"21.0","25.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-27","9.62",,,,"0.00",,,"60","83","50",,"  300","  290",,,"21.9","25.9",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-28","14.09",,,,"0.00",,,"60","67","51",,"  300","  300",,,"25.1","30.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-29","13.42",,,,"0.00",,,"56","62","51",,"  290","  280",,,"30.0","36.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-04-30","23.94",,,,"0.00",,,"55","61","51",,"  280","  290",,,"38.9","50.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-01","18.79",,,,"0.01",,,"55","59","52",,"  260","  250",,,"31.1","42.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-02","8.50",,,,"0.48",,,"53","58","50",,"  140","  160",,,"19.9","23.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-03","8.95",,,,"0.20",,,"55","60","51",,"  130","  140",,,"15.0","21.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-04","7.83",,,,"0.01",,,"54","60","51",,"  270","  280",,,"17.0","23.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-05","7.16",,,,"0.00",,,"56","61","53",,"  230","  220",,,"19.9","23.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-06","8.50",,,,"0.02",,,"57","63","53",,"  230","  240",,,"21.0","25.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-07","8.50",,,,"0.00",,,"57","65","50",,"  280","  270",,,"21.0","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-08","11.18",,,,"0.00",,,"57","65","52",,"  270","  270",,,"21.0","25.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-09","14.54",,,,"0.00",,,"58","65","53",,"  270","  270",,,"25.9","33.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-10","13.87",,,,"0.00",,,"57","62","54",,"  270","  250",,,"23.9","29.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-11","14.99",,,,"0.00",,,"58","63","54",,"  270","  280",,,"23.9","32.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-12","16.11",,,,"0.00",,,"58","69","53",,"  290","  290",,,"25.9","32.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-13","9.40",,,,"0.00",,,"59","82","53",,"  280","  270",,,"23.0","29.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-14","8.28",,,,"0.00",,,"62","72","53",,"  300","  300",,,"16.1","21.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-15","11.18",,,,"0.00",,,"62","68","55",,"  280","  280",,,"23.0","27.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-16","14.54",,,,"0.00",,,"60","72","54",,"  290","  290",,,"31.1","36.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-17","14.54",,,,"0.00",,,"58","64","53",,"  280","  290",,,"28.0","36.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-18","13.42",,,,"0.00",,,"58","64","54",,"  270","  270",,,"25.9","32.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-19","13.87",,,,"0.00",,,"58","64","55",,"  280","  270",,,"25.1","32.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-20","13.87",,,,"0.00",,,"57","63","54",,"  270","  270",,,"25.1","33.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-21","11.18",,,,"0.00",,,"59","68","54",,"  270","  270",,,"25.9","32.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-22","9.17",,,,"0.00",,,"59","71","52",,"  300","  300",,,"23.9","30.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-23","12.08",,,,"0.00",,,"59","67","54",,"  210","  210",,,"23.0","28.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-24","10.29",,,,"0.00",,,"58","66","54",,"  200","  210",,,"17.0","21.9",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-25","11.18",,,,"0.00",,,"58","65","54",,"  250","  240",,,"21.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-26","11.18",,,,"0.00",,,"59","66","55",,"  270","  270",,,"23.0","31.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-27","12.30",,,,"0.00",,,"59","68","54",,"  270","  260",,,"25.1","32.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-28","10.07",,,,"0.00",,,"57","61","55",,"  270","  260",,,"21.0","25.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-29","12.08",,,,"0.00",,,"59","68","55",,"  200","  210",,,"25.9","34.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-30","11.41",,,,"0.00",,,"61","67","56",,"  270","  280",,,"23.0","33.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-05-31","13.20",,,,"0.00",,,"58","65","54",,"  250","  280",,,"23.9","34.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-01","10.96",,,,"0.00",,,"59","68","54",,"  240","  260",,,"23.9","33.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-02","11.18",,,,"0.00",,,"59","68","52",,"  270","  270",,,"23.9","30.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-03","10.29",,,,"0.00",,,"59","71","52",,"  300","  290",,,"23.0","28.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-04","12.97",,,,"0.00",,,"60","69","53",,"  300","  310",,,"23.0","30.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-05","9.62",,,,"0.00",,,"60","70","54",,"  200","  200",,,"28.0","33.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-06","14.32",,,,"0.01",,,"62","69","60",,"  200","  210",,,"23.9","32.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-07","11.63",,,,"0.00",,,"63","70","58",,"  220","  220",,,"21.9","27.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-08","11.63",,,,"0.00",,,"63","70","57",,"  290","  280",,,"23.0","30.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-09","12.08",,,,"0.00",,,"61","66","56",,"  270","  300",,,"23.0","31.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-10","10.96",,,,"0.00",,,"59","70","55",,"  280","  280",,,"21.9","25.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-11","8.28",,,,"0.00",,,"60","70","55",,"  250","  250",,,"19.9","23.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-12","9.84",,,,"0.00",,,"62","70","57",,"  210","  200",,,"21.0","25.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-13","10.07",,,,"0.00",,,"62","70","57",,"  280","  270",,,"21.9","27.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-14","9.62",,,,"0.00",,,"62","71","57",,"  290","  290",,,"25.1","30.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-15","10.07",,,,"0.00",,,"62","75","56",,"  300","  280",,,"21.0","27.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-16","10.51",,,,"0.00",,,"63","73","57",,"  300","  300",,,"23.0","29.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-17","11.41",,,,"0.00",,,"63","72","58",,"  300","  290",,,"25.9","32.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-18","19.91",,,,"0.00",,,"62","69","57",,"  270","  280",,,"35.1","45.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-19","24.61",,,,"0.00",,,"60","66","55",,"  280","  280",,,"33.1","42.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-20","15.88",,,,"0.00",,,"60","69","53",,"  270","  270",,,"32.0","40.9","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-21","13.42",,,,"0.00",,,"59","68","53",,"  280","  270",,,"29.1","38.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-22","10.07",,,,"0.00",,,"59","69","54",,"  220","  240",,,"23.0","32.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-23","11.63",,,,"0.00",,,"61","68","58",,"  260","  270",,,"23.0","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-24","13.87",,,,"0.00",,,"60","67","57",,"  270","  270",,,"25.1","35.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-25","12.97",,,,"0.00",,,"60","65","55",,"  270","  270",,,"21.0","27.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-26","14.09",,,,"0.00",,,"58","65","55",,"  270","  280",,,"25.9","36.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-27","13.42",,,,"0.00",,,"57","65","54",,"  280","  280",,,"23.0","30.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-28","13.42",,,,"0.00",,,"57","65","54",,"  280","  290",,,"25.1","32.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-29","11.63",,,,"0.00",,,"60","71","54",,"  310","  310",,,"23.9","30.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-06-30","13.42",,,,"0.00",,,"60","71","54",,"  300","  300",,,"28.0","34.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-01","9.62",,,,"0.00",,,"62","81","54",,"  290","  290",,,"21.0","25.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-02","11.63",,,,"0.00",,,"70","81","60",,"  300","  300",,,"23.9","29.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-03","10.29",,,,"0.00",,,"66","73","58",,"  290","  300",,,"21.9","25.9","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-04","10.74",,,,"0.00",,,"62","71","56",,"  300","  290",,,"21.9","28.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-05","8.95",,,,"0.00",,,"62","73","56",,"  280","  290",,,"19.9","29.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-06","13.20",,,,"0.00",,,"62","68","58",,"  280","  260",,,"23.9","33.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-07","16.33",,,,"0.00",,,"59","63","55",,"  270","  270",,,"28.0","36.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-08","21.92",,,,"0.00",,,"59","66","55",,"  260","  260",,,"32.0","45.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-09","14.32",,,,"0.00",,,"58","64","55",,"  270","  290",,,"25.1","32.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-10","15.21",,,,"0.00",,,"59","66","54",,"  290","  300",,,"23.9","32.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-11","13.42",,,,"0.00",,,"60","71","54",,"  300","  310",,,"25.1","32.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-12","13.87",,,,"0.00",,,"59","66","55",,"  300","  300",,,"25.1","35.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-13","14.76",,,,"0.00",,,"60","73","54",,"  300","  300",,,"23.9","32.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-14","13.65",,,,"0.00",,,"62","76","55",,"  300","  310",,,"23.9","32.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-15","12.75",,,,"0.00",,,"62","79","56",,"  300","  300",,,"23.9","31.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-16","12.53",,,,"0.00",,,"64","75","57",,"  300","  300",,,"25.9","32.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-17","11.18",,,,"0.00",,,"65","75","60",,"  300","  300",,,"23.0","30.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-18","14.76",,,,"0.00",,,"63","70","57",,"  290","  300",,,"31.1","38.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-19","11.86",,,,"0.00",,,"61","70","57",,"  300","  300",,,"25.1","33.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-20","12.53",,,,"0.00",,,"62","73","55",,"  290","  300",,,"31.1","36.9",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-21","14.99",,,,"0.00",,,"62","73","56",,"  310","  310",,,"25.9","31.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-22","13.42",,,,"0.00",,,"64","79","55",,"  300","  310",,,"23.9","30.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-23","13.42",,,,"0.00",,,"64","70","60",,"  300","  290",,,"25.1","33.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-24","14.09",,,,"0.00",,,"63","70","56",,"  290","  290",,,"23.9","33.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-25","15.43",,,,"0.00",,,"63","76","57",,"  300","  280",,,"23.9","34.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-26","14.99",,,,"0.00",,,"64","70","58",,"  280","  290",,,"25.1","34.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-27","13.42",,,,"0.00",,,"62","69","57",,"  270","  270",,,"25.9","32.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-28","13.87",,,,"0.00",,,"62","72","56",,"  280","  280",,,"28.0","33.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-29","15.21",,,,"0.00",,,"63","71","56",,"  270","  280",,,"25.9","32.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-30","13.42",,,,"0.00",,,"62","74","56",,"  280","  280",,,"25.1","31.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-07-31","12.97",,,,"0.00",,,"63","70","57",,"  290","  290",,,"28.0","35.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-01","12.53",,,,"0.00",,,"63","72","58",,"  290","  290",,,"25.1","32.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-02","13.42",,,,"0.00",,,"62","67","58",,"  270","  260",,,"25.1","33.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-03","14.76",,,,"0.00",,,"62","67","58",,"  270","  260",,,"25.1","34.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-04","12.97",,,,"0.00",,,"62","71","58",,"  290","  290",,,"29.1","36.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-05","12.97",,,,"0.00",,,"63","75","57",,"  290","  300",,,"31.1","38.9",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-06","11.86",,,,"0.00",,,"65","77","57",,"  300","  300",,,"28.0","35.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-07","11.63",,,,"0.00",,,"67","80","59",,"  290","  290",,,"25.9","33.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-08","8.50",,,,"0.00",,,"64","75","57",,"  250","  230",,,"17.0","25.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-09","10.51",,,,"0.00",,,"65","75","58",,"  290","  310",,,"21.0","27.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-10","7.61",,,,"0.00",,,"65","81","59",,"  310","  290",,,"17.0","23.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-11","10.07",,,,"0.00",,,"67","78","62",,"  290","  280",,,"23.9","32.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-12","10.74",,,,"0.00",,,"66","75","59",,"  300","  300",,,"25.1","31.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-13","11.41",,,,"0.00",,,"65","78","58",,"  300","  300",,,"25.1","31.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-14","11.41",,,,"0.00",,,"66","74","60",,"  300","  300",,,"25.9","32.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-15","12.53",,,,"0.00",,,"67","80","59",,"  300","  300",,,"23.9","30.0",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-16","12.97",,,,"0.00",,,"66","77","60",,"  300","  300",,,"25.1","31.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-17","13.42",,,,"0.00",,,"66","75","60",,"  300","  290",,,"23.9","31.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-18","9.17",,,,"0.00",,,"68","80","63",,"  290","  310",,,"21.0","25.9",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-19","10.51",,,,"0.00",,,"67","77","62",,"  300","  300",,,"23.9","28.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-20","9.40",,,,"0.00",,,"68","89","61",,"  290","  300",,,"23.0","30.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-21","12.30",,,,"0.03",,,"70","75","63",,"  180","  200",,,"25.9","40.9",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-22","10.74",,,,"0.00",,,"71","78","64",,"  290","  290",,,"23.0","29.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-23","9.17",,,,"0.00",,,"70","89","63",,"  280","  290",,,"25.1","31.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-24","9.62",,,,"0.00",,,"74","82","64",,"  230","  240",,,"19.9","23.9",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-25","13.20",,,,"0.00",,,"68","72","61",,"  280","  280",,,"23.9","31.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-26","14.76",,,,"0.00",,,"63","69","59",,"  290","  300",,,"28.0","34.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-27","13.42",,,,"0.00",,,"63","70","58",,"  280","  280",,,"30.0","36.9",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-28","17.22",,,,"0.00",,,"65","74","59",,"  290","  290",,,"28.0","36.9","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-29","14.76",,,,"0.00",,,"65","76","58",,"  280","  280",,,"25.9","33.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-30","9.17",,,,"0.00",,,"70","91","61",,"  280","  280",,,"25.1","32.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-08-31","11.86",,,,"0.00",,,"68","76","59",,"  260","  260",,,"25.9","35.1",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-01","10.29",,,,"0.00",,,"65","71","60",,"  280","  280",,,"19.9","25.1","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-02","6.26",,,,"0.00",,,"67","74","63",,"  310","  300",,,"15.0","18.1",,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-03","10.74",,,,"0.00",,,"67","75","61",,"  280","  270",,,"21.0","28.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-04","12.97",,,,"0.00",,,"65","70","59",,"  280","  280",,,"23.0","30.0","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-05","10.51",,,,"0.00",,,"65","75","58",,"  300","  300",,,"23.9","28.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-06","8.72",,,,"0.00",,,"64","76","57",,"  290","  290",,,"18.1","23.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-07","9.84",,,,"0.00",,,"65","71","58",,"  300","  310",,,"21.9","30.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-08","10.07",,,,"0.00",,,"63","76","57",,"  300","  310",,,"23.9","30.0","    1",,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-09","13.20",,,,"0.00",,,"63","74","57",,"  300","  320",,,"23.0","29.1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-10","11.63",,,,"0.00",,,"62","74","55",,"  290","  300",,,"25.1","30.0",,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2023-09-11","12.97",,,,"0.00",,,"65","72","59",,"  270","  270",,,"30.0","42.9",,,,,"    1",
